ZP:0022140	abnormal(ly) decreased velocity atrium cardiac conduction	ZFA:0000471	GO:0061337	PATO:0002472	PATO:0000460		
ZP:0019709	abnormal(ly) lacks all parts of type floor plate towards floor plate motile cilium	ZFA:0000022		PATO:0002000	PATO:0000460	ZFA:0000022	GO:0031514
ZP:0015761	abnormal(ly) increased occurrence negative regulation of apoptotic process	GO:0043066		PATO:0002051	PATO:0000460		
ZP:0019707	abnormal(ly) decreased length photoreceptor cell cilium	ZFA:0009127	GO:0005929	PATO:0000574	PATO:0000460		
ZP:0019706	abnormal(ly) degenerate retinal outer nuclear layer photoreceptor cell	ZFA:0001464	ZFA:0009127	PATO:0000639	PATO:0000460		
ZP:0019704	abnormal(ly) disorganized neuromast kinocilium	ZFA:0000243	GO:0060091	PATO:0000937	PATO:0000460		
ZP:0015767	abnormal(ly) black head melanoma	ZFA:0001114	MPATH:359	PATO:0000317	PATO:0000460		
ZP:0019701	abnormal(ly) disorganized hair cell kinocilium	ZFA:0009366	GO:0060091	PATO:0000937	PATO:0000460		
ZP:0019700	abnormal(ly) mislocalised photoreceptor cell cell body	ZFA:0009127	GO:0044297	PATO:0000628	PATO:0000460		
ZP:0003437	abnormal(ly) morphology trunk	ZFA:0001115		PATO:0000051	PATO:0000461		
ZP:0003437	abnormal(ly) morphology trunk	ZFA:0001115		PATO:0000051	PATO:0000460		
ZP:0003438	abnormal(ly) hypoplastic trunk	ZFA:0001115		PATO:0000645	PATO:0000460		
ZP:0003439	abnormal(ly) morphology skeletal muscle cell	ZFA:0009115		PATO:0000051	PATO:0000461		
ZP:0003439	abnormal(ly) morphology skeletal muscle cell	ZFA:0009115		PATO:0000051	PATO:0000460		
ZP:0015770	abnormal(ly) multinucleate integument melanoma in situ	ZFA:0000368	MPATH:360	PATO:0001908	PATO:0000460		
ZP:0015771	abnormal(ly) decreased occurrence melanocyte migration	GO:0097324		PATO:0002052	PATO:0000460		
ZP:0015774	abnormal(ly) hyperplastic dorsal larval melanophore stripe melanocyte	ZFA:0005221	ZFA:0009091	PATO:0000644	PATO:0000460		
ZP:0020414	abnormal(ly) decreased process quality Kolmer-Agduhr neuron response to mechanical stimulus	ZFA:0005240	GO:0009612	PATO:0002302	PATO:0000460		
ZP:0020415	abnormal(ly) decreased process quality response to muscle activity	GO:0014850		PATO:0002302	PATO:0000460		
ZP:0022286	abnormal(ly) decreased process quality parasphenoid intramembranous ossification	ZFA:0000561	GO:0001957	PATO:0002302	PATO:0000460		
ZP:0020420	abnormal(ly) disrupted mitotic cell cycle process	GO:1903047		PATO:0001507	PATO:0000460		
ZP:0020425	abnormal(ly) curved hypural	ZFA:0000364		PATO:0000406	PATO:0000460		
ZP:0020426	abnormal(ly) deformed notochord epithelium	ZFA:0000135	ZFA:0001486	PATO:0001617	PATO:0000460		
ZP:0003448	abnormal(ly) has fewer parts of type posterior lateral line neuromast towards neuromast hair cell	ZFA:0000940		PATO:0002001	PATO:0000460	ZFA:0009367	
ZP:0003449	abnormal(ly) decreased area posterior lateral line primordium	ZFA:0001157		PATO:0002058	PATO:0000460		
ZP:0020430	abnormal(ly) curved parhypural	ZFA:0000438		PATO:0000406	PATO:0000460		
ZP:0020431	abnormal(ly) protruding vertebra	ZFA:0001189		PATO:0001598	PATO:0000460		
ZP:0020432	abnormal(ly) decreased length centrum	ZFA:0000126		PATO:0000574	PATO:0000460		
ZP:0020434	abnormal(ly) curved rib	ZFA:0000538		PATO:0000406	PATO:0000460		
ZP:0020435	abnormal(ly) proliferative notochord epithelium	ZFA:0000135	ZFA:0001486	PATO:0002102	PATO:0000460		
ZP:0020440	abnormal(ly) decreased diameter horizontal myoseptum skeletal muscle cell	ZFA:0000671	ZFA:0009115	PATO:0001715	PATO:0000460		
ZP:0020441	abnormal(ly) disorganized notochord collagen type I trimer	ZFA:0000135	GO:0005584	PATO:0000937	PATO:0000460		
ZP:0020442	abnormal(ly) kinked rib	ZFA:0000538		PATO:0001798	PATO:0000460		
ZP:0020443	abnormal(ly) process quality trunk motor neuron axon guidance	ZFA:0001115	GO:0008045	PATO:0001236	PATO:0000460		
ZP:0020444	abnormal(ly) mineralized opercular flap	ZFA:0000555		PATO:0002444	PATO:0000460		
ZP:0014199	abnormal(ly) hyperplastic regenerating fin	ZFA:0001269		PATO:0000644	PATO:0000460		
ZP:0014198	abnormal(ly) accelerated growth fin regeneration	GO:0031101		PATO:0001753	PATO:0000460		
ZP:0014197	abnormal(ly) paedomorphic growth fin regeneration	GO:0031101		PATO:0001749	PATO:0000460		
ZP:0014196	abnormal(ly) increased rate fin regeneration	GO:0031101		PATO:0000912	PATO:0000460		
ZP:0014195	abnormal(ly) physical object quality regenerating fin regenerating tissue	ZFA:0001269	ZFA:0005147	PATO:0001241	PATO:0000460		
ZP:0014194	abnormal(ly) decreased size regenerating fin regenerating tissue	ZFA:0001269	ZFA:0005147	PATO:0000587	PATO:0000460		
ZP:0014193	abnormal(ly) malformed regenerating fin lepidotrichium	ZFA:0001269	ZFA:0001554	PATO:0000646	PATO:0000460		
ZP:0014192	abnormal(ly) structure regenerating fin	ZFA:0001269		PATO:0000141	PATO:0000461		
ZP:0014191	abnormal(ly) has number of inner ear towards otolith	ZFA:0000217		PATO:0001905	PATO:0000461	ZFA:0001617	
ZP:0014190	abnormal(ly) disorganized EVL	ZFA:0000086		PATO:0000937	PATO:0000460		
ZP:0020450	abnormal(ly) aplastic/hypoplastic retinal cone cell photoreceptor outer segment	ZFA:0009262	GO:0001750	PATO:0002290	PATO:0000460		
ZP:0018917	abnormal(ly) mislocalised cerebellar granule cell axon	ZFA:0001691	GO:0030424	PATO:0000628	PATO:0000460		
ZP:0020453	abnormal(ly) decreased occurrence mitochondrial DNA replication	GO:0006264		PATO:0002052	PATO:0000460		
ZP:0020454	abnormal(ly) decreased amount central nervous system mitochondrial chromosome	ZFA:0000012	GO:0000262	PATO:0001997	PATO:0000460		
ZP:0014189	abnormal(ly) process quality epithelium development	GO:0060429		PATO:0001236	PATO:0000460		
ZP:0014188	abnormal(ly) broken blastoderm	ZFA:0001176		PATO:0001444	PATO:0000460		
ZP:0014187	abnormal(ly) process quality gastrulation with mouth forming second	GO:0001702		PATO:0001236	PATO:0000460		
ZP:0014186	abnormal(ly) delayed gastrulation with mouth forming second	GO:0001702		PATO:0000502	PATO:0000460		
ZP:0014185	abnormal(ly) vacuolated liver	ZFA:0000123		PATO:0000941	PATO:0000460		
