http://purl.obolibrary.org/obo/ZP_0000002,
http://purl.obolibrary.org/obo/ZP_0000002,"somitogenesis disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000003,
http://purl.obolibrary.org/obo/ZP_0000003,"somite specification disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000004,
http://purl.obolibrary.org/obo/ZP_0000004,"determination of left/right asymmetry in lateral mesoderm disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000005,
http://purl.obolibrary.org/obo/ZP_0000005,"ectoderm development disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000006,
http://purl.obolibrary.org/obo/ZP_0000006,"lateral mesoderm development disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000007,
http://purl.obolibrary.org/obo/ZP_0000007,"blood vessel morphogenesis disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000008,
http://purl.obolibrary.org/obo/ZP_0000008,"hematopoietic stem cell differentiation disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000009,
http://purl.obolibrary.org/obo/ZP_0000009,"blood decreased amount, abnormal"
http://purl.obolibrary.org/obo/ZP_0000010,
http://purl.obolibrary.org/obo/ZP_0000010,"somite border somite 5 amorphous, abnormal"
http://purl.obolibrary.org/obo/ZP_0000011,
http://purl.obolibrary.org/obo/ZP_0000011,"somite quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000012,
http://purl.obolibrary.org/obo/ZP_0000012,"somite morphology, abnormal"
http://purl.obolibrary.org/obo/ZP_0000013,
http://purl.obolibrary.org/obo/ZP_0000013,"somite shape, abnormal"
http://purl.obolibrary.org/obo/ZP_0000014,
http://purl.obolibrary.org/obo/ZP_0000014,"somite border somite 7 amorphous, abnormal"
http://purl.obolibrary.org/obo/ZP_0000015,
http://purl.obolibrary.org/obo/ZP_0000015,"somite border somite 8 amorphous, abnormal"
http://purl.obolibrary.org/obo/ZP_0000016,
http://purl.obolibrary.org/obo/ZP_0000016,"somite border somite 6 amorphous, abnormal"
http://purl.obolibrary.org/obo/ZP_0000017,
http://purl.obolibrary.org/obo/ZP_0000017,"somite border somite 9 amorphous, abnormal"
http://purl.obolibrary.org/obo/ZP_0000018,
http://purl.obolibrary.org/obo/ZP_0000018,"post-vent region quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000019,
http://purl.obolibrary.org/obo/ZP_0000019,"intersegmental vessel malformed, abnormal"
http://purl.obolibrary.org/obo/ZP_0000020,
http://purl.obolibrary.org/obo/ZP_0000020,"somite border irregular spatial pattern, abnormal"
http://purl.obolibrary.org/obo/ZP_0000021,
http://purl.obolibrary.org/obo/ZP_0000021,"somite border deformed, abnormal"
http://purl.obolibrary.org/obo/ZP_0000022,
http://purl.obolibrary.org/obo/ZP_0000022,"hematopoietic stem cell decreased amount, abnormal"
http://purl.obolibrary.org/obo/ZP_0000023,
http://purl.obolibrary.org/obo/ZP_0000023,"hindbrain morphology, abnormal"
http://purl.obolibrary.org/obo/ZP_0000024,
http://purl.obolibrary.org/obo/ZP_0000024,"motor neuron spinal cord decreased amount, abnormal"
http://purl.obolibrary.org/obo/ZP_0000025,
http://purl.obolibrary.org/obo/ZP_0000025,"spinal cord interneuron decreased amount, abnormal"
http://purl.obolibrary.org/obo/ZP_0000026,
http://purl.obolibrary.org/obo/ZP_0000026,"trunk decreased length, abnormal"
http://purl.obolibrary.org/obo/ZP_0000027,
http://purl.obolibrary.org/obo/ZP_0000027,"post-vent region decreased length, abnormal"
http://purl.obolibrary.org/obo/ZP_0000028,
http://purl.obolibrary.org/obo/ZP_0000028,"endoderm development disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000029,
http://purl.obolibrary.org/obo/ZP_0000029,"retinal ganglion cell axon guidance disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000030,
http://purl.obolibrary.org/obo/ZP_0000030,"skeletal muscle fiber development disrupted, abnormal"
http://purl.obolibrary.org/obo/ZP_0000031,
http://purl.obolibrary.org/obo/ZP_0000031,"swim bladder inflation arrested, abnormal"
http://purl.obolibrary.org/obo/ZP_0000032,
http://purl.obolibrary.org/obo/ZP_0000032,"brain quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000033,
http://purl.obolibrary.org/obo/ZP_0000033,"endoderm morphology, abnormal"
http://purl.obolibrary.org/obo/ZP_0000034,
http://purl.obolibrary.org/obo/ZP_0000034,"hindbrain quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000035,
http://purl.obolibrary.org/obo/ZP_0000035,"midbrain hindbrain boundary malformed, abnormal"
http://purl.obolibrary.org/obo/ZP_0000036,
http://purl.obolibrary.org/obo/ZP_0000036,"neural crest quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000037,
http://purl.obolibrary.org/obo/ZP_0000037,"retinal neural layer lacks all parts of type ventral region retinal photoreceptor layer, abnormal"
http://purl.obolibrary.org/obo/ZP_0000038,
http://purl.obolibrary.org/obo/ZP_0000038,"pericardium edematous, abnormal"
http://purl.obolibrary.org/obo/ZP_0000039,
http://purl.obolibrary.org/obo/ZP_0000039,"swim bladder physical object quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000040,
http://purl.obolibrary.org/obo/ZP_0000040,"yolk quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000041,
http://purl.obolibrary.org/obo/ZP_0000041,"pharyngeal arch 3-7 skeleton quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000042,
http://purl.obolibrary.org/obo/ZP_0000042,"cerebellum malformed, abnormal"
http://purl.obolibrary.org/obo/ZP_0000043,
http://purl.obolibrary.org/obo/ZP_0000043,"eye decreased size, abnormal"
http://purl.obolibrary.org/obo/ZP_0000044,
http://purl.obolibrary.org/obo/ZP_0000044,"heart quality, abnormal"
http://purl.obolibrary.org/obo/ZP_0000045,
http://purl.obolibrary.org/obo/ZP_0000045,"liver mislocalised anteriorly, abnormal"
