defined_class	entity	entityitspartof	quality
http://purl.obolibrary.org/obo/ZP_0019910	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/ZFA_0000180	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018852	http://purl.obolibrary.org/obo/GO_0001503	http://purl.obolibrary.org/obo/ZFA_0001516	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0019909	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/ZFA_0005025	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0021440	http://purl.obolibrary.org/obo/GO_0043473	http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0025146	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/ZFA_0001114	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018905	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0019138	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022744	http://purl.obolibrary.org/obo/GO_0008283	http://purl.obolibrary.org/obo/ZFA_0001000	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0023741	http://purl.obolibrary.org/obo/GO_0042133	http://purl.obolibrary.org/obo/ZFA_0000475	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0019968	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/ZFA_0001117	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0018851	http://purl.obolibrary.org/obo/GO_0034505	http://purl.obolibrary.org/obo/ZFA_0001143	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022570	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/ZFA_0001115	http://purl.obolibrary.org/obo/PATO_0000462
http://purl.obolibrary.org/obo/ZP_0022471	http://purl.obolibrary.org/obo/GO_0060079	http://purl.obolibrary.org/obo/ZFA_0009149	http://purl.obolibrary.org/obo/PATO_0000080
http://purl.obolibrary.org/obo/ZP_0018719	http://purl.obolibrary.org/obo/GO_0090504	http://purl.obolibrary.org/obo/ZFA_0000711	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0020453	http://purl.obolibrary.org/obo/GO_0007416	http://purl.obolibrary.org/obo/ZFA_0009149	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0020459	http://purl.obolibrary.org/obo/GO_0007416	http://purl.obolibrary.org/obo/ZFA_0009238	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025610	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/ZFA_0005009	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0022758	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/ZFA_0005016	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0021046	http://purl.obolibrary.org/obo/GO_0003272	http://purl.obolibrary.org/obo/ZFA_0001315	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0023509	http://purl.obolibrary.org/obo/GO_0001764	http://purl.obolibrary.org/obo/ZFA_0005731	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025926	http://purl.obolibrary.org/obo/GO_0000089	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0025925	http://purl.obolibrary.org/obo/GO_0000088	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/PATO_0000297
http://purl.obolibrary.org/obo/ZP_0024990	http://purl.obolibrary.org/obo/GO_0048675	http://purl.obolibrary.org/obo/ZFA_0000247	http://purl.obolibrary.org/obo/PATO_0000297
