defined_class	affected_entity_1_super	pato_id	affected_entity_2_sub	affected_entity_2_super
ZP:0013925	ZFA:0001480	PATO:0002001	GO:0045202	ZFA:0001480
ZP:0014008	ZFA:0005024	PATO:0001999	GO:0030175	ZFA:0009036
ZP:0014051	ZFA:0000135	PATO:0002002	ZFA:0009000	ZFA:0000135
ZP:0014221	ZFA:0000711	PATO:0002270	GO:0031410	ZFA:0000711
ZP:0014364	ZFA:0000152	PATO:0002000	GO:0005902	ZFA:0000144
ZP:0014434	ZFA:0005424	PATO:0001667	GO:0005604	ZFA:0001058
ZP:0014502	ZFA:0001108	PATO:0002000	GO:0030424	ZFA:0001108
ZP:0014536	ZFA:0009115	PATO:0001999	GO:0016528	ZFA:0009115
ZP:0014563	ZFA:0009044	PATO:0002269	BSPO:0000005	ZFA:0000084
ZP:0014600	ZFA:0000001	PATO:0002001	GO:0036156	ZFA:0009032
ZP:0014601	ZFA:0000001	PATO:0002001	GO:0036157	ZFA:0009032
ZP:0014794	ZFA:0005665	PATO:0002001	GO:0030424	ZFA:0009243
ZP:0014801	ZFA:0005665	PATO:0002001	GO:0030424	ZFA:0009247
ZP:0015167	ZFA:0001321	PATO:0001453	BSPO:0000072	ZFA:0001580
ZP:0015429	ZFA:0001271	PATO:0001905	GO:0043679	ZFA:0009186
ZP:0015874	ZFA:0001056	PATO:0002001	GO:0031594	ZFA:0009115
ZP:0015938	ZFA:0009238	PATO:0002002	GO:0044307	ZFA:0009238
ZP:0015942	ZFA:0009367	PATO:0002002	GO:0048788	ZFA:0009367
ZP:0015945	ZFA:0009367	PATO:0002002	GO:0005891	ZFA:0009367
ZP:0016057	ZFA:0009125	PATO:0001905	GO:0045202	ZFA:0001694
ZP:0016058	ZFA:0009125	PATO:0002002	GO:0045202	ZFA:0005673
ZP:0016136	ZFA:0001115	PATO:0002328	BSPO:0000013	ZFA:0001094
ZP:0016604	ZFA:0001271	PATO:0002000	GO:0043679	ZFA:0009186
ZP:0016616	ZFA:0000471	PATO:0001999	ZFA:0009000	ZFA:0001320
ZP:0016758	ZFA:0001285	PATO:0002002	GO:0030175	ZFA:0009065
ZP:0016824	ZFA:0000114	PATO:0001999	GO:0005739	ZFA:0000114
ZP:0016867	ZFA:0001056	PATO:0001905	GO:0098522	ZFA:0009115
ZP:0016938	ZFA:0001306	PATO:0002001	ZFA:0009003	ZFA:0001306
ZP:0017019	ZFA:0001106	PATO:0002001	ZFA:0009138	ZFA:0001106
ZP:0017020	ZFA:0001114	PATO:0002001	ZFA:0009138	ZFA:0001114
ZP:0017037	ZFA:0009076	PATO:0002002	GO:0043209	ZFA:0009076
ZP:0017132	ZFA:0001114	PATO:0001051	BSPO:0000384	ZFA:0001115
ZP:0017189	ZFA:0001094	PATO:0001999	GO:0043005	ZFA:0009310
ZP:0017278	ZFA:0001056	PATO:0002000	GO:0030016	ZFA:0009115
ZP:0017282	ZFA:0001673	PATO:0002001	GO:0042995	ZFA:0001673
ZP:0017335	ZFA:0001056	PATO:0002001	GO:0030016	ZFA:0009115
ZP:0017369	ZFA:0001115	PATO:0002001	ZFA:0009000	ZFA:0000135
ZP:0017426	ZFA:0009154	PATO:0001999	GO:0001750	ZFA:0009154
ZP:0017427	ZFA:0009154	PATO:0002001	GO:0032391	ZFA:0009154
ZP:0017474	ZFA:0001094	PATO:0002000	GO:0044306	ZFA:0001314
ZP:0017730	ZFA:0000051	PATO:0002001	ZFA:0009168	ZFA:0000051
ZP:0017731	ZFA:0000051	PATO:0001905	ZFA:0009366	ZFA:0000051
ZP:0017737	ZFA:0000588	PATO:0002002	ZFA:0009168	ZFA:0000588
ZP:0017738	ZFA:0000588	PATO:0002001	ZFA:0009248	ZFA:0000588
ZP:0017775	ZFA:0000051	PATO:0002002	ZFA:0009168	ZFA:0000051
ZP:0017780	ZFA:0000588	PATO:0002001	ZFA:0009168	ZFA:0000588
ZP:0017781	ZFA:0000588	PATO:0002002	ZFA:0009248	ZFA:0000588
ZP:0017787	ZFA:0000051	PATO:0001905	ZFA:0009168	ZFA:0000051
ZP:0017798	ZFA:0000588	PATO:0001905	ZFA:0009248	ZFA:0000588
ZP:0017879	ZFA:0001557	PATO:0002000	GO:0036057	ZFA:0001673
ZP:0017930	ZFA:0009327	PATO:0002168	BSPO:0000079	ZFA:0001115
ZP:0018125	ZFA:0005849	PATO:0001738	ZFA:0005314	ZFA:0001610
ZP:0018142	ZFA:0001613	PATO:0000133	BSPO:0000013	ZFA:0001094
ZP:0018223	ZFA:0000051	PATO:0002001	GO:0005929	ZFA:0000051
ZP:0018224	ZFA:0000166	PATO:0002001	GO:0060091	ZFA:0000166
ZP:0018225	ZFA:0000075	PATO:0002001	GO:0005929	ZFA:0009033
ZP:0018277	ZFA:0000166	PATO:0001905	GO:0060091	ZFA:0000166
ZP:0018278	ZFA:0000075	PATO:0001905	GO:0005929	ZFA:0009033
ZP:0018337	ZFA:0001301	PATO:0001999	GO:0030424	ZFA:0001301
ZP:0018551	ZFA:0001623	PATO:0002000	GO:0031514	ZFA:0001623
ZP:0018553	ZFA:0009262	PATO:0002001	GO:0001750	ZFA:0009262
ZP:0018577	ZFA:0001157	PATO:0002002	ZFA:0009000	ZFA:0001157
ZP:0018724	ZFA:0009149	PATO:0002001	GO:0032281	ZFA:0009149
ZP:0018748	ZFA:0009115	PATO:0002002	GO:0005901	ZFA:0009115
ZP:0018839	ZFA:0009367	PATO:0001999	GO:0032421	ZFA:0009367
ZP:0018864	ZFA:0009127	PATO:0002000	GO:0005929	ZFA:0009127
ZP:0018906	ZFA:0009117	PATO:0002001	GO:0098723	ZFA:0009117
ZP:0019043	ZFA:0000152	PATO:0001999	GO:0001750	ZFA:0009154
ZP:0019081	ZFA:0000143	PATO:0002001	ZFA:0009223	ZFA:0000143
ZP:0019083	ZFA:0000143	PATO:0002001	ZFA:0009222	ZFA:0000143
ZP:0019085	ZFA:0000143	PATO:0002001	ZFA:0009224	ZFA:0000143
ZP:0019086	ZFA:0000143	PATO:0002001	ZFA:0009221	ZFA:0000143
ZP:0019131	ZFA:0000007	PATO:0002269	BSPO:0000078	ZFA:0001058
ZP:0019158	ZFA:0000022	PATO:0002001	GO:0031514	ZFA:0000022
ZP:0019185	ZFA:0009398	PATO:0002001	GO:0030175	ZFA:0009398
ZP:0019194	ZFA:0005877	PATO:0002002	GO:0030424	ZFA:0005877
ZP:0019216	ZFA:0001557	PATO:0001999	GO:0098846	ZFA:0001673
ZP:0019271	ZFA:0000151	PATO:0002001	ZFA:0005242	ZFA:0000151
ZP:0019275	ZFA:0001621	PATO:0002001	ZFA:0005242	ZFA:0001621
ZP:0019314	ZFA:0000150	PATO:0002001	GO:0031514	ZFA:0000150
ZP:0019536	ZFA:0001558	PATO:0001999	ZFA:0005242	ZFA:0001558
ZP:0019610	ZFA:0000588	PATO:0002001	ZFA:0009011	ZFA:0000588
ZP:0019709	ZFA:0000022	PATO:0002000	GO:0031514	ZFA:0000022
ZP:0019711	ZFA:0000445	PATO:0002001	GO:0043679	ZFA:0009310
ZP:0019728	ZFA:0000035	PATO:0002002	GO:0005634	ZFA:0009000
ZP:0019775	ZFA:0001558	PATO:0002002	ZFA:0005242	ZFA:0001558
ZP:0019875	ZFA:0001400	PATO:0001321	BSPO:0000013	ZFA:0001094
ZP:0019877	ZFA:0001205	PATO:0000133	BSPO:0000013	ZFA:0001094
ZP:0020230	ZFA:0000940	PATO:0002001	GO:0098681	ZFA:0009367
ZP:0020240	ZFA:0009154	PATO:0002269	GO:0031982	ZFA:0009154
ZP:0020242	ZFA:0009154	PATO:0002269	GO:0005773	ZFA:0009154
ZP:0020274	ZFA:0001360	PATO:0002002	ZFA:0009248	ZFA:0001360
ZP:0020296	ZFA:0001359	PATO:0002001	ZFA:0009127	ZFA:0001359
ZP:0020318	ZFA:0000144	PATO:0002001	GO:0042470	ZFA:0009091
ZP:0020372	ZFA:0000007	PATO:0002269	BSPO:0000070	ZFA:0000471
ZP:0020489	ZFA:0001516	PATO:0002327	BSPO:0000013	ZFA:0001094
ZP:0020527	ZFA:0001094	PATO:0002002	GO:0005634	ZFA:0001105
ZP:0020553	ZFA:0001648	PATO:0002269	BSPO:0000072	ZFA:0000051
ZP:0020657	ZFA:0000007	PATO:0002001	GO:0005833	ZFA:0009256
ZP:0020673	ZFA:0001557	PATO:0001999	GO:0036053	ZFA:0005285
ZP:0020732	ZFA:0000051	PATO:0001999	GO:0005929	ZFA:0007068
ZP:0020762	ZFA:0000242	PATO:0002002	GO:0005811	ZFA:0000123
ZP:0020767	ZFA:0000303	PATO:0002002	GO:0005811	ZFA:0000123
ZP:0020851	ZFA:0001360	PATO:0002001	ZFA:0009248	ZFA:0001360
ZP:0020961	ZFA:0009117	PATO:0001453	GO:0005927	ZFA:0000473
ZP:0020969	ZFA:0009115	PATO:0001453	GO:0005927	ZFA:0000473
ZP:0020974	ZFA:0009116	PATO:0001453	GO:0005927	ZFA:0000473
ZP:0021165	ZFA:0001157	PATO:0002001	ZFA:0009000	ZFA:0001157
ZP:0021214	ZFA:0000001	PATO:0002000	GO:0031514	ZFA:0000001
ZP:0021226	ZFA:0000001	PATO:0001905	GO:0031514	ZFA:0000001
ZP:0021227	ZFA:0000022	PATO:0001905	GO:0031514	ZFA:0000022
ZP:0021417	ZFA:0000143	PATO:0001905	ZFA:0009221	ZFA:0000143
ZP:0021418	ZFA:0000143	PATO:0001905	ZFA:0009222	ZFA:0000143
ZP:0021419	ZFA:0000143	PATO:0001905	ZFA:0009223	ZFA:0000143
ZP:0021420	ZFA:0000143	PATO:0001905	ZFA:0009224	ZFA:0000143
ZP:0021819	ZFA:0000151	PATO:0002002	ZFA:0005242	ZFA:0000151
ZP:0021820	ZFA:0001621	PATO:0002000	ZFA:0005242	ZFA:0001621
ZP:0022033	ZFA:0005877	PATO:0002001	GO:0030424	ZFA:0005877
ZP:0022145	ZFA:0009316	PATO:0002002	GO:0042995	ZFA:0009316
ZP:0022209	ZFA:0000075	PATO:0001905	ZFA:0009169	ZFA:0000075
ZP:0022258	ZFA:0005748	PATO:0002002	ZFA:0009000	ZFA:0001260
ZP:0022279	ZFA:0000001	PATO:0001905	ZFA:0009034	ZFA:0000001
ZP:0022300	ZFA:0000940	PATO:0001905	ZFA:0009000	ZFA:0000940
ZP:0022333	ZFA:0000075	PATO:0002001	GO:0045202	ZFA:0005147
ZP:0022412	ZFA:0009149	PATO:0001905	GO:0032281	ZFA:0009149
ZP:0022525	ZFA:0009115	PATO:0001905	GO:0005901	ZFA:0009115
ZP:0022660	ZFA:0001558	PATO:0001905	ZFA:0005243	ZFA:0001558
ZP:0022766	ZFA:0000588	PATO:0002002	ZFA:0009011	ZFA:0000588
ZP:0022777	ZFA:0009398	PATO:0002001	GO:0030027	ZFA:0009398
ZP:0022860	ZFA:0009154	PATO:0001999	GO:0001917	ZFA:0009154
ZP:0022870	ZFA:0000014	PATO:0001905	ZFA:0009181	ZFA:0000014
ZP:0022871	ZFA:0000014	PATO:0002001	ZFA:0009181	ZFA:0000014
ZP:0022898	ZFA:0009275	PATO:0001905	GO:0001750	ZFA:0009275
ZP:0022939	ZFA:0001429	PATO:0001905	ZFA:0009361	ZFA:0001429
ZP:0022940	ZFA:0001429	PATO:0002001	ZFA:0009361	ZFA:0001429
ZP:0022960	ZFA:0001557	PATO:0001905	GO:0036053	ZFA:0005285
ZP:0023064	ZFA:0005604	PATO:0001905	GO:0030175	ZFA:0009065
ZP:0023069	ZFA:0005604	PATO:0002002	GO:0030175	ZFA:0009065
ZP:0023102	ZFA:0009256	PATO:0002269	BSPO:0000005	ZFA:0000084
ZP:0100329	ZFA:0001157	PATO:0002002	GO:0030175	ZFA:0001157
ZP:0100359	ZFA:0000029	PATO:0001905	ZFA:0005866	ZFA:0000029
ZP:0100382	ZFA:0001094	PATO:0001999	GO:0071753	ZFA:0000007
ZP:0100441	ZFA:0001157	PATO:0001905	ZFA:0009000	ZFA:0001157
ZP:0100539	ZFA:0000069	PATO:0002001	ZFA:0009052	ZFA:0000206
ZP:0100544	ZFA:0001205	PATO:0002434	BSPO:0000013	ZFA:0001094
ZP:0100547	ZFA:0001400	PATO:0002434	BSPO:0000013	ZFA:0001094
ZP:0100778	ZFA:0000180	PATO:0002270	ZFA:0009141	ZFA:0005257
ZP:0100779	ZFA:0000180	PATO:0002270	ZFA:0009326	ZFA:0005257
ZP:0101080	ZFA:0000101	PATO:0001555	ZFA:0009301	ZFA:0000101
ZP:0101314	ZFA:0000101	PATO:0002001	ZFA:0009301	ZFA:0000101
ZP:0101315	ZFA:0000075	PATO:0001905	ZFA:0009076	ZFA:0000075
ZP:0101540	ZFA:0009141	PATO:0002269	BSPO:0000070	ZFA:0005124
ZP:0101575	ZFA:0001360	PATO:0001905	ZFA:0009248	ZFA:0001360
ZP:0101855	ZFA:0001558	PATO:0000133	BSPO:0000013	ZFA:0001094
ZP:0101874	ZFA:0001466	PATO:0002001	GO:0097381	ZFA:0009127
ZP:0101875	ZFA:0001466	PATO:0002002	GO:0005930	ZFA:0009127
ZP:0101898	ZFA:0000206	PATO:0002002	GO:0043005	ZFA:0009052
ZP:0102007	ZFA:0000143	PATO:0002002	GO:0031982	ZFA:0000143
ZP:0102073	ZFA:0000029	PATO:0002000	BSPO:0000088	ZFA:0001064
ZP:0102118	ZFA:0005744	PATO:0002168	BSPO:0000075	ZFA:0000135
ZP:0102197	ZFA:0009077	PATO:0002271	BSPO:0000070	ZFA:0000938
ZP:0102253	ZFA:0001135	PATO:0001905	GO:0005929	ZFA:0001135
ZP:0102260	ZFA:0001135	PATO:0002001	GO:0005929	ZFA:0001135
ZP:0102393	ZFA:0000940	PATO:0002002	GO:0042995	ZFA:0000243
ZP:0102394	ZFA:0009365	PATO:0002002	GO:0042995	ZFA:0009365
ZP:0102487	ZFA:0009367	PATO:0002002	GO:0098681	ZFA:0009367
ZP:0102929	ZFA:0000144	PATO:0002002	GO:0016234	ZFA:0000144
ZP:0103050	ZFA:0001315	PATO:0002000	ZFA:0001317	ZFA:0001315
ZP:0103147	ZFA:0009262	PATO:0001905	GO:0001750	ZFA:0009262
ZP:0103148	ZFA:0009275	PATO:0002000	GO:0001750	ZFA:0009275
ZP:0103187	ZFA:0000075	PATO:0002001	ZFA:0009010	ZFA:0000075
ZP:0103347	ZFA:0000435	PATO:0002173	BSPO:0000065	ZFA:0000445
ZP:0103429	ZFA:0000143	PATO:0002001	GO:0001750	ZFA:0009154
ZP:0103473	ZFA:0000445	PATO:0001905	GO:0043005	ZFA:0000445
ZP:0103477	ZFA:0000445	PATO:0002001	GO:0043005	ZFA:0000445
ZP:0103523	ZFA:0009327	PATO:0002271	ZFA:0005147	ZFA:0009011
ZP:0103607	ZFA:0009199	PATO:0002000	GO:0043698	ZFA:0009199
ZP:0103764	ZFA:0000150	PATO:0002001	GO:0005776	ZFA:0000150
ZP:0103802	ZFA:0009256	PATO:0002269	BSPO:0000070	ZFA:0000180
ZP:0103955	ZFA:0009111	PATO:0002002	GO:0005776	ZFA:0009111
ZP:0104211	ZFA:0000944	PATO:0001905	GO:0030424	ZFA:0000944
ZP:0104234	ZFA:0000944	PATO:0001905	ZFA:0001725	ZFA:0000944
ZP:0104266	ZFA:0000007	PATO:0002269	ZFA:0005249	ZFA:0001269
ZP:0104333	ZFA:0005674	PATO:0002001	GO:0043005	ZFA:0009125
ZP:0104335	ZFA:0005673	PATO:0002001	GO:0043005	ZFA:0009125
ZP:0104336	ZFA:0005715	PATO:0002002	GO:0043005	ZFA:0009125
ZP:0104369	ZFA:0009044	PATO:0002269	BSPO:0000070	ZFA:0001058
ZP:0104599	ZFA:0000075	PATO:0001905	BSPO:0000039	ZFA:0005240
ZP:0104600	ZFA:0000075	PATO:0002000	BSPO:0000083	ZFA:0005240
ZP:0104601	ZFA:0000075	PATO:0002000	BSPO:0000112	ZFA:0005240
ZP:0104606	ZFA:0000075	PATO:0002001	BSPO:0000039	ZFA:0005240
ZP:0104610	ZFA:0009256	PATO:0002270	BSPO:0000072	ZFA:0000033
ZP:0104646	ZFA:0009115	PATO:0002001	GO:0098723	ZFA:0009115
ZP:0104693	ZFA:0000029	PATO:0002001	GO:0060077	ZFA:0000029
ZP:0104694	ZFA:0000075	PATO:0002001	GO:0060077	ZFA:0000075
ZP:0104695	ZFA:0000079	PATO:0002001	GO:0060077	ZFA:0000079
ZP:0104697	ZFA:0000445	PATO:0002001	GO:0060077	ZFA:0000445
